Date,Open,High,Low,Close,Adj Close,Volume
2020-08-03,66.500000,66.580002,65.910004,66.410004,66.410004,17011
2020-08-04,66.180000,66.589996,64.129997,65.559998,65.559998,470829
2020-08-05,65.000000,66.540001,64.989998,66.349998,66.349998,92000
2020-08-06,66.339996,67.639999,66.260002,67.410004,67.410004,167415
2020-08-07,67.360001,68.349998,66.400002,67.940002,67.940002,124854
2020-08-10,68.059998,68.980003,67.750000,68.860001,68.860001,83734
2020-08-11,69.000000,69.250000,67.949997,68.500000,68.500000,842650
2020-08-12,69.199997,71.779999,68.000000,70.379997,70.379997,339999
2020-08-13,70.400002,70.400002,66.940002,68.059998,68.059998,114671
2020-08-14,67.199997,68.089996,67.190002,68.010002,68.010002,66710
2020-08-17,67.820000,67.910004,66.680000,67.010002,67.010002,143852
2020-08-18,67.059998,69.000000,67.059998,68.250000,68.250000,72163
2020-08-19,68.300003,68.919998,67.110001,68.699997,68.699997,136424
2020-08-20,68.690002,68.690002,67.519997,68.449997,68.449997,89216
2020-08-21,68.000000,68.250000,67.550003,68.019997,68.019997,153063
2020-08-24,67.910004,68.029999,67.900002,68.000000,68.000000,91268
2020-08-25,68.000000,68.120003,68.000000,68.050003,68.050003,155190
2020-08-26,68.000000,68.250000,68.000000,68.190002,68.190002,165601
2020-08-27,67.709999,68.239998,67.709999,68.010002,68.010002,154217
2020-08-28,67.839996,68.690002,67.529999,68.279999,68.279999,106021
2020-08-31,67.750000,70.199997,67.750000,68.430000,68.430000,131638
2020-09-01,68.430000,69.000000,67.510002,68.480003,68.480003,159991
2020-09-02,68.330002,68.330002,67.650002,68.000000,68.000000,342461
2020-09-03,68.000000,70.919998,68.000000,70.070000,70.070000,432951
2020-09-04,69.900002,69.900002,68.629997,68.949997,68.949997,72384
2020-09-07,69.489998,70.010002,68.949997,70.000000,70.000000,13992
2020-09-08,70.000000,70.000000,68.160004,68.400002,68.400002,260927
2020-09-09,67.709999,68.550003,67.709999,68.129997,68.129997,43818
2020-09-10,69.300003,69.639999,68.010002,69.459999,69.459999,66578
2020-09-11,69.459999,69.459999,68.000000,68.180000,68.180000,99671
2020-09-14,69.000000,70.440002,69.000000,69.830002,69.830002,66674
2020-09-15,70.080002,70.260002,69.650002,70.099998,70.099998,56740
2020-09-17,68.019997,69.680000,68.019997,68.970001,68.970001,177104
2020-09-18,68.599998,69.550003,68.500000,68.650002,68.650002,182379
2020-09-21,68.290001,70.150002,68.120003,69.269997,69.269997,315881
2020-09-22,69.500000,70.000000,68.239998,69.099998,69.099998,443313
2020-09-23,69.730003,69.730003,67.239998,68.000000,68.000000,120486
2020-09-24,68.250000,69.599998,67.639999,68.650002,68.650002,179831
2020-09-25,68.830002,70.000000,68.820000,69.879997,69.879997,126171
2020-09-28,70.050003,70.050003,68.029999,69.900002,69.900002,364505
2020-09-29,70.050003,72.300003,69.300003,69.610001,69.610001,58648
2020-09-30,69.300003,70.900002,68.699997,70.029999,70.029999,171256
2020-10-01,69.930000,70.650002,68.940002,69.709999,69.709999,60434
2020-10-02,69.199997,70.489998,69.099998,69.379997,69.379997,55966
2020-10-05,70.000000,70.000000,68.750000,69.199997,69.199997,51730
2020-10-06,69.389999,69.800003,68.199997,68.580002,68.580002,45547
2020-10-07,68.269997,69.449997,68.269997,68.900002,68.900002,76153
2020-10-08,68.580002,70.730003,68.260002,70.250000,70.250000,287390
2020-10-09,70.230003,70.669998,70.230003,70.250000,70.250000,20705
2020-10-12,70.040001,70.889999,69.900002,70.790001,70.790001,67693
2020-10-13,69.370003,70.250000,69.370003,69.849998,69.849998,16459
2020-10-14,69.709999,70.900002,69.320000,69.580002,69.580002,280290
2020-10-15,69.760002,70.489998,69.029999,69.839996,69.839996,165177
2020-10-16,69.589996,70.000000,69.050003,69.949997,69.949997,75408
2020-10-19,70.029999,70.250000,69.250000,69.949997,69.949997,57747
2020-10-20,69.879997,69.879997,69.059998,69.480003,69.480003,465776
2020-10-21,69.199997,69.589996,68.879997,68.989998,68.989998,65377
2020-10-22,68.980003,69.610001,67.919998,68.860001,68.860001,627414
2020-10-23,68.980003,68.980003,68.059998,68.389999,68.389999,109592
2020-10-26,68.930000,69.169998,67.459999,67.580002,67.580002,35289
2020-10-27,68.379997,68.379997,67.129997,67.230003,67.230003,67683
2020-10-28,66.779999,67.660004,66.639999,67.500000,67.500000,166723
2020-10-29,67.059998,67.849998,66.519997,66.919998,66.919998,88286
2020-10-30,67.080002,68.239998,64.629997,66.419998,66.419998,475904
2020-11-03,67.580002,67.580002,64.379997,64.550003,64.550003,186199
2020-11-04,64.599998,65.500000,64.550003,65.330002,65.330002,268355
2020-11-05,65.400002,65.470001,64.839996,65.019997,65.019997,216233
2020-11-06,65.300003,66.970001,65.300003,66.519997,66.519997,173423
2020-11-09,66.809998,67.160004,65.739998,66.400002,66.400002,41063
2020-11-10,67.000000,67.410004,66.260002,66.769997,66.769997,94271
2020-11-11,67.050003,67.139999,66.570000,66.639999,66.639999,31077
2020-11-12,66.500000,68.239998,66.010002,67.559998,67.559998,183169
2020-11-13,68.239998,68.239998,65.000000,66.699997,66.699997,66104
2020-11-17,67.000000,67.519997,66.199997,66.629997,66.629997,300616
2020-11-18,67.000000,67.470001,66.800003,67.010002,67.010002,84752
2020-11-19,67.690002,67.690002,66.730003,67.629997,67.629997,308038
2020-11-20,67.330002,69.000000,67.190002,67.790001,67.790001,336422
2020-11-23,67.699997,68.150002,67.410004,68.050003,68.050003,229213
2020-11-24,68.059998,69.000000,68.050003,68.680000,68.680000,421163
2020-11-25,68.830002,69.000000,67.440002,68.199997,68.199997,245203
2020-11-26,68.199997,70.500000,68.199997,70.199997,70.199997,284994
2020-11-27,68.820000,70.620003,68.220001,70.440002,70.440002,370474
2020-11-30,69.800003,70.660004,68.849998,70.059998,70.059998,1061409
2020-12-01,70.000000,71.580002,70.000000,71.519997,71.519997,301893
2020-12-02,71.150002,71.580002,71.150002,71.410004,71.410004,365340
2020-12-03,71.470001,73.419998,71.230003,72.300003,72.300003,348757
2020-12-04,73.199997,73.599998,71.510002,73.389999,73.389999,85105
2020-12-07,74.099998,74.099998,72.769997,73.400002,73.400002,49152
2020-12-08,73.599998,80.059998,72.580002,75.480003,75.480003,2173917
2020-12-09,75.339996,75.339996,73.610001,73.910004,73.910004,36731
2020-12-10,74.599998,74.720001,72.610001,73.959999,73.959999,704598
2020-12-11,74.389999,75.750000,74.089996,75.080002,75.080002,213292
2020-12-14,75.269997,75.489998,73.709999,74.879997,74.879997,135960
2020-12-15,75.019997,75.489998,74.300003,74.419998,74.419998,250215
2020-12-16,74.099998,74.830002,71.769997,73.029999,73.029999,317411
2020-12-17,73.199997,75.169998,71.910004,72.750000,72.750000,228667
2020-12-18,73.099998,73.790001,72.150002,72.400002,72.400002,450948
2020-12-21,71.959999,73.000000,71.690002,72.910004,72.910004,299051
2020-12-22,72.220001,73.129997,71.309998,71.980003,71.980003,257742
2020-12-23,71.370003,72.489998,71.370003,72.180000,72.180000,166557
2020-12-24,72.489998,73.370003,71.480003,72.820000,72.820000,95465
2020-12-28,72.739998,73.040001,71.690002,72.709999,72.709999,53178
2020-12-29,73.000000,74.860001,72.110001,74.360001,74.360001,339434
2020-12-30,74.400002,74.599998,73.400002,74.199997,74.199997,124775
2020-12-31,73.400002,75.019997,72.900002,74.849998,74.849998,240315
2021-01-04,74.480003,74.919998,72.980003,73.120003,73.120003,60357
2021-01-05,72.970001,73.000000,70.500000,71.230003,71.230003,195107
2021-01-06,71.500000,73.940002,71.500000,72.489998,72.489998,61749
2021-01-07,72.889999,74.500000,72.889999,73.599998,73.599998,78471
2021-01-08,73.379997,74.040001,73.379997,73.489998,73.489998,302643
2021-01-11,73.599998,74.059998,72.599998,73.050003,73.050003,51031
2021-01-12,73.260002,73.260002,71.349998,71.589996,71.589996,95416
2021-01-13,71.919998,71.989998,69.580002,70.160004,70.160004,86786
2021-01-14,70.320000,70.690002,68.790001,69.260002,69.260002,150462
2021-01-15,69.790001,69.790001,68.900002,69.220001,69.220001,125110
2021-01-18,69.459999,72.220001,69.279999,71.209999,71.209999,22860
2021-01-19,71.400002,72.529999,68.849998,70.029999,70.029999,647323
2021-01-20,69.760002,73.199997,69.760002,72.650002,72.650002,604645
2021-01-21,72.959999,73.199997,71.150002,72.919998,72.919998,169392
2021-01-22,72.919998,73.089996,72.419998,72.750000,72.750000,309788
2021-01-25,73.209999,73.209999,70.519997,71.440002,71.440002,38373
2021-01-26,71.230003,74.660004,70.699997,71.580002,71.580002,63242
2021-01-27,70.809998,70.830002,69.570000,69.900002,69.900002,64958
2021-01-28,70.000000,71.449997,69.790001,69.860001,69.860001,49918
2021-01-29,69.620003,71.000000,68.500000,69.279999,69.279999,185451
2021-02-02,69.220001,71.470001,69.220001,69.900002,69.900002,78014
2021-02-03,70.599998,71.519997,69.720001,70.779999,70.779999,110408
2021-02-04,72.430000,73.059998,70.790001,71.010002,71.010002,521409
2021-02-05,71.419998,72.199997,70.019997,71.989998,71.989998,203717
2021-02-08,71.720001,72.400002,71.199997,71.449997,71.449997,54080
2021-02-09,71.989998,72.269997,71.500000,71.889999,71.889999,46135
2021-02-10,72.379997,72.379997,70.370003,71.029999,71.029999,180875
2021-02-11,71.059998,72.570000,70.349998,71.570000,71.570000,211690
2021-02-12,71.000000,72.160004,70.669998,71.089996,71.089996,45483
2021-02-15,70.099998,71.379997,70.000000,70.349998,70.349998,177879
2021-02-16,70.870003,72.730003,70.400002,70.699997,70.699997,356942
2021-02-17,71.040001,71.290001,69.870003,70.580002,70.580002,341298
2021-02-18,70.470001,70.750000,70.160004,70.580002,70.580002,35544
2021-02-19,70.470001,70.470001,69.110001,69.290001,69.290001,294089
2021-02-22,69.660004,70.519997,68.800003,69.059998,69.059998,103223
2021-02-23,69.099998,69.099998,67.739998,68.279999,68.279999,73460
2021-02-24,68.500000,69.000000,67.550003,68.019997,68.019997,722662
2021-02-25,69.000000,70.250000,69.000000,69.500000,69.500000,96437
2021-02-26,69.349998,70.239998,68.860001,69.419998,69.419998,319978
2021-03-01,70.129997,70.279999,68.070000,68.730003,68.730003,75104
2021-03-02,68.760002,69.980003,68.199997,68.820000,68.820000,118796
2021-03-03,68.930000,69.839996,68.900002,69.419998,69.419998,37275
2021-03-04,69.849998,69.949997,69.000000,69.389999,69.389999,51762
2021-03-05,69.559998,70.559998,68.000000,68.360001,68.360001,201341
2021-03-08,68.550003,69.290001,68.550003,68.839996,68.839996,86239
2021-03-09,68.690002,68.980003,68.300003,68.430000,68.430000,166702
2021-03-10,68.360001,69.500000,68.360001,68.919998,68.919998,38915
2021-03-11,69.199997,69.430000,68.599998,68.790001,68.790001,67442
2021-03-12,69.300003,69.800003,68.199997,68.620003,68.620003,87197
2021-03-16,68.779999,69.040001,68.000000,68.779999,68.779999,166216
2021-03-17,69.199997,69.199997,68.400002,68.660004,68.660004,115425
2021-03-18,69.169998,69.169998,68.059998,68.209999,68.209999,57541
2021-03-19,68.110001,68.690002,68.000000,68.070000,68.070000,285446
2021-03-22,68.620003,69.110001,67.769997,68.309998,68.309998,154467
2021-03-23,68.900002,68.900002,67.809998,68.059998,68.059998,373064
2021-03-24,68.400002,68.400002,67.029999,67.160004,67.160004,286937
2021-03-25,67.480003,67.690002,67.019997,67.320000,67.320000,208915
2021-03-26,67.019997,69.000000,67.010002,68.010002,68.010002,302493
2021-03-29,68.589996,68.970001,67.919998,68.190002,68.190002,913479
2021-03-30,68.419998,68.690002,67.930000,68.199997,68.199997,74780
2021-03-31,68.019997,68.360001,68.000000,68.040001,68.040001,189466
2021-04-05,67.519997,69.010002,67.519997,68.849998,68.849998,55556
2021-04-06,68.849998,69.440002,68.410004,69.089996,69.089996,41104
2021-04-07,69.360001,69.500000,68.830002,69.129997,69.129997,73921
2021-04-08,69.129997,69.500000,68.690002,69.349998,69.349998,99252
2021-04-09,69.720001,70.000000,68.889999,69.470001,69.470001,109482
2021-04-12,69.699997,70.169998,69.500000,69.709999,69.709999,82050
2021-04-13,69.980003,74.129997,69.570000,73.440002,73.440002,1026637
2021-04-14,73.440002,73.489998,72.000000,73.220001,73.220001,126709
2021-04-15,73.099998,74.330002,71.889999,73.839996,73.839996,105984
2021-04-16,73.839996,75.160004,73.809998,74.940002,74.940002,68433
2021-04-19,74.949997,75.750000,73.980003,75.029999,75.029999,285030
2021-04-20,75.230003,75.540001,75.000000,75.330002,75.330002,66613
