Date,Open,High,Low,Close,Adj Close,Volume
2019-05-17,86.349998,87.199997,85.000000,86.209999,83.812714,102227
2019-05-20,85.599998,87.650002,85.599998,87.160004,84.736298,288221
2019-05-21,86.879997,87.059998,85.849998,86.730003,84.318253,94507
2019-05-22,86.690002,87.400002,86.180000,86.660004,84.250206,664894
2019-05-23,86.900002,87.349998,86.250000,87.220001,84.794632,296284
2019-05-24,87.500000,87.500000,85.730003,86.300003,83.900215,136783
2019-05-27,86.440002,86.440002,85.849998,85.919998,83.530777,9538
2019-05-28,86.470001,86.650002,84.739998,85.360001,82.986343,741334
2019-05-29,81.599998,86.040001,81.599998,85.059998,82.694687,133538
2019-05-30,85.059998,86.339996,84.709999,85.699997,83.316895,368980
2019-05-31,85.250000,88.000000,84.620003,86.250000,83.851608,160906
2019-06-03,86.000000,86.150002,84.209999,84.980003,82.616920,209674
2019-06-04,84.989998,84.989998,83.529999,84.260002,81.916946,67895
2019-06-05,84.300003,84.300003,83.209999,83.930000,81.596123,117763
2019-06-06,83.080002,84.449997,82.769997,84.059998,81.722504,98452
2019-06-07,85.000000,85.680000,83.309998,84.019997,81.683617,150620
2019-06-10,83.589996,84.889999,82.550003,83.489998,81.168350,571565
2019-06-11,83.199997,84.180000,82.080002,83.360001,81.041969,1835017
2019-06-12,83.989998,85.440002,83.019997,84.860001,82.500259,2138071
2019-06-13,83.910004,84.370003,82.169998,83.449997,81.129463,862614
2019-06-14,83.160004,83.160004,79.610001,80.839996,78.592041,149068
2019-06-17,81.129997,81.879997,80.010002,80.410004,78.174004,201942
2019-06-18,82.000000,82.129997,79.930000,80.629997,78.387878,639551
2019-06-19,80.980003,81.889999,79.330002,80.209999,77.979561,293689
2019-06-20,80.980003,83.360001,80.470001,81.050003,78.796211,228590
2019-06-21,80.830002,81.500000,80.099998,80.260002,78.028175,336511
2019-06-24,80.050003,80.290001,79.809998,79.989998,77.765671,154299
2019-06-25,80.989998,82.900002,79.620003,81.690002,79.418411,495933
2019-06-26,81.669998,83.000000,81.279999,82.650002,80.351707,221228
2019-06-27,82.820000,84.589996,81.050003,82.480003,80.186440,902109
2019-06-28,81.250000,83.500000,80.129997,80.400002,78.164276,330128
2019-07-01,80.500000,81.449997,79.769997,81.180000,78.922592,659204
2019-07-02,80.769997,82.980003,80.199997,80.669998,78.426765,77789
2019-07-03,80.669998,81.099998,80.000000,80.480003,78.242058,1556499
2019-07-04,80.500000,81.099998,80.059998,80.870003,78.621216,70968
2019-07-05,80.559998,84.860001,80.559998,84.250000,82.622383,176992
2019-07-08,83.269997,84.900002,83.269997,83.480003,81.867264,571778
2019-07-09,83.930000,84.419998,82.010002,83.070000,81.465179,63075
2019-07-10,83.389999,83.919998,82.500000,83.070000,81.465179,130898
2019-07-11,83.400002,85.459999,83.389999,85.019997,83.377502,808793
2019-07-12,85.040001,85.480003,83.940002,84.419998,82.789101,491439
2019-07-15,85.989998,85.989998,83.970001,85.279999,83.632484,45130
2019-07-16,85.300003,85.300003,83.940002,84.330002,82.700844,39797
2019-07-17,84.370003,84.370003,82.610001,82.769997,81.170975,199155
2019-07-18,82.639999,84.489998,80.400002,81.489998,79.915703,157463
2019-07-19,81.559998,83.269997,81.040001,81.519997,79.945122,29329
2019-07-22,80.849998,81.599998,79.470001,80.000000,78.454483,193971
2019-07-23,80.760002,83.989998,80.760002,83.779999,82.161461,685087
2019-07-24,83.779999,85.000000,82.599998,84.269997,82.641998,845960
2019-07-25,85.930000,85.930000,82.580002,85.000000,83.357895,783468
2019-07-26,84.010002,84.250000,82.849998,83.980003,82.357605,86252
2019-07-29,84.120003,86.320000,84.120003,86.019997,84.358185,273557
2019-07-30,84.559998,86.650002,84.559998,85.989998,84.328766,183201
2019-07-31,84.559998,86.970001,83.019997,86.699997,85.025047,190401
2019-08-01,85.790001,86.309998,83.370003,83.760002,82.141853,171387
2019-08-02,83.800003,84.790001,81.830002,82.889999,81.288658,117691
2019-08-05,81.489998,83.599998,80.160004,83.220001,81.612289,97190
2019-08-06,83.980003,84.769997,83.029999,84.489998,82.857742,362313
2019-08-07,85.120003,85.239998,83.680000,84.629997,82.995041,104888
2019-08-08,85.680000,85.680000,84.529999,84.860001,83.220604,164029
2019-08-09,85.000000,86.669998,84.339996,84.809998,83.171570,300624
2019-08-12,84.529999,85.510002,83.480003,84.919998,83.279442,135741
2019-08-13,83.769997,85.239998,83.599998,84.540001,82.906784,385079
2019-08-14,84.540001,85.000000,81.820000,83.470001,81.857452,275827
2019-08-15,82.849998,84.480003,81.830002,84.190002,82.563545,225947
2019-08-16,84.050003,84.430000,83.480003,84.139999,82.514511,140311
2019-08-19,84.610001,85.050003,84.080002,84.820000,83.181374,319977
2019-08-20,85.500000,86.379997,84.180000,85.720001,84.063988,83713
2019-08-21,86.400002,87.000000,84.500000,86.739998,85.064278,108909
2019-08-22,87.099998,87.470001,85.430000,86.129997,84.466057,367732
2019-08-23,86.290001,87.910004,83.849998,87.070000,85.387909,461540
2019-08-26,87.279999,88.730003,85.750000,87.559998,85.868439,55006
2019-08-27,88.800003,88.800003,87.160004,87.879997,86.182259,176578
2019-08-28,87.669998,87.900002,85.669998,86.980003,85.299644,180010
2019-08-29,87.849998,88.800003,87.339996,88.230003,86.525497,73998
2019-08-30,88.550003,92.690002,88.110001,91.650002,89.879425,336534
2019-09-02,91.650002,91.830002,89.010002,89.650002,87.918068,6458
2019-09-03,90.830002,92.879997,90.129997,90.620003,88.869324,577917
2019-09-04,91.720001,92.949997,91.220001,92.440002,90.654160,122162
2019-09-05,91.650002,93.699997,89.889999,90.419998,88.673187,236562
2019-09-06,90.800003,91.709999,90.010002,91.070000,89.310631,89910
2019-09-09,91.000000,91.370003,88.940002,90.839996,89.085068,51209
2019-09-10,91.110001,91.660004,87.709999,89.300003,87.574821,146322
2019-09-11,89.519997,90.550003,88.709999,90.410004,88.663383,358731
2019-09-12,89.500000,91.000000,88.070000,90.239998,88.496666,62077
2019-09-13,89.779999,90.470001,89.010002,89.949997,88.212265,23547
2019-09-17,88.559998,90.620003,88.110001,89.480003,87.751350,150601
2019-09-18,89.480003,89.720001,87.650002,88.790001,87.074677,118571
2019-09-19,87.669998,88.250000,86.559998,86.800003,85.123123,90296
2019-09-20,87.300003,87.510002,83.940002,84.510002,82.877365,470628
2019-09-23,84.879997,84.970001,84.099998,84.720001,83.083313,53893
2019-09-24,84.970001,85.839996,84.300003,85.559998,83.907074,177416
2019-09-25,85.510002,85.809998,84.820000,85.129997,83.485382,236891
2019-09-26,85.139999,85.660004,85.139999,85.279999,83.632484,172852
2019-09-27,84.709999,88.459999,84.709999,88.110001,86.407814,257422
2019-09-30,87.139999,87.919998,86.080002,86.860001,85.181961,341908
2019-10-01,86.989998,87.389999,85.120003,85.480003,83.828629,171593
2019-10-02,85.239998,85.419998,83.330002,84.160004,82.534126,170549
2019-10-03,82.959999,83.199997,81.139999,81.349998,79.778404,354283
2019-10-04,81.410004,83.449997,81.099998,83.209999,81.602478,424703
2019-10-07,82.500000,84.709999,81.470001,83.269997,81.661316,161383
2019-10-08,83.000000,84.430000,82.010002,82.910004,81.308273,49797
2019-10-09,82.709999,83.959999,81.730003,83.480003,81.867264,189831
2019-10-10,82.269997,84.480003,82.260002,83.059998,81.455368,292644
2019-10-11,83.150002,85.430000,82.800003,84.489998,82.857742,145800
2019-10-14,85.370003,85.739998,82.389999,84.139999,82.514511,86150
2019-10-15,85.400002,85.989998,84.129997,84.669998,83.034264,75280
2019-10-16,85.500000,85.550003,83.220001,84.809998,83.171570,60464
2019-10-17,84.510002,85.500000,82.959999,83.349998,81.739769,246567
2019-10-18,84.480003,85.589996,83.209999,83.940002,82.318382,250900
2019-10-21,84.000000,85.019997,82.309998,84.339996,82.710640,87066
2019-10-22,84.550003,85.879997,83.779999,85.120003,83.475578,314394
2019-10-23,85.019997,85.800003,84.150002,84.360001,82.730263,67887
2019-10-24,85.000000,85.959999,84.430000,85.349998,83.701126,228985
2019-10-25,85.389999,85.389999,84.190002,84.269997,82.641998,39117
2019-10-28,84.199997,88.000000,84.199997,87.349998,85.662498,245923
2019-10-29,87.449997,88.580002,86.010002,86.150002,84.485680,245689
2019-10-30,86.120003,87.970001,85.900002,86.879997,85.201569,170974
2019-10-31,86.019997,87.239998,83.559998,86.379997,84.711235,231751
2019-11-01,87.040001,87.989998,85.610001,85.919998,84.260117,142426
2019-11-04,86.809998,86.809998,83.779999,84.519997,82.887161,92379
2019-11-05,84.360001,84.529999,82.650002,83.220001,81.612289,36212
2019-11-06,83.489998,83.489998,81.459999,81.860001,80.278557,176288
2019-11-07,82.650002,83.000000,82.129997,82.620003,81.023880,94030
2019-11-08,82.199997,82.800003,79.849998,80.139999,78.591789,476469
2019-11-11,80.110001,80.449997,79.849998,80.029999,78.483910,428988
2019-11-12,80.580002,80.580002,80.000000,80.050003,78.503532,272431
2019-11-13,80.180000,80.500000,79.070000,80.089996,78.542747,334073
2019-11-14,80.500000,81.449997,79.839996,80.180000,78.631012,452946
2019-11-15,80.410004,81.989998,79.739998,81.540001,79.964737,674463
2019-11-19,80.800003,81.889999,80.000000,80.260002,78.709473,300456
2019-11-20,80.150002,81.000000,80.010002,80.099998,78.552559,221644
2019-11-21,80.769997,80.769997,79.900002,80.059998,78.513329,366302
2019-11-22,80.589996,81.519997,79.510002,80.000000,78.454483,271637
2019-11-25,80.000000,81.559998,79.949997,81.139999,79.572464,661287
2019-11-26,81.150002,81.470001,79.949997,80.029999,78.483910,7330487
2019-11-27,80.300003,83.250000,80.300003,83.010002,81.406342,343693
2019-11-28,82.949997,84.250000,82.000000,84.050003,82.426254,90387
2019-11-29,84.129997,85.589996,82.199997,84.690002,83.053894,231823
2019-12-02,85.000000,85.000000,81.489998,82.349998,80.759094,179054
2019-12-03,82.099998,82.330002,80.010002,80.379997,78.827148,465735
2019-12-04,80.500000,80.650002,78.660004,80.040001,78.493721,448450
2019-12-05,80.029999,80.320000,79.790001,80.169998,78.621208,337910
2019-12-06,80.500000,81.000000,79.599998,79.949997,78.405449,624151
2019-12-09,79.750000,80.199997,79.000000,79.889999,78.346611,202922
2019-12-10,80.010002,80.040001,79.410004,79.769997,78.228928,1207685
2019-12-11,79.980003,81.230003,79.980003,80.739998,79.180191,237416
2019-12-13,80.989998,81.430000,80.760002,81.080002,79.513626,235133
2019-12-16,81.349998,81.489998,80.620003,81.150002,79.582275,583117
2019-12-17,81.400002,81.940002,80.650002,81.639999,80.062813,252582
2019-12-18,81.529999,82.919998,81.019997,82.330002,80.739471,232862
2019-12-19,80.489998,82.809998,80.489998,82.300003,80.710052,259921
2019-12-20,81.580002,83.370003,81.580002,82.930000,81.327881,239413
2019-12-23,82.449997,82.559998,82.040001,82.430000,80.837547,111779
2019-12-24,82.070000,83.800003,81.610001,83.459999,81.847649,36552
2019-12-26,82.769997,82.769997,82.000000,82.440002,80.847359,73392
2019-12-27,82.110001,82.910004,82.010002,82.489998,80.896385,37696
2019-12-30,82.320000,83.480003,82.070000,83.389999,81.778999,59896
2019-12-31,83.389999,83.389999,83.389999,83.389999,81.778999,0
2020-01-02,81.980003,82.629997,81.339996,82.400002,80.808128,26307
2020-01-03,81.800003,81.980003,81.610001,81.699997,80.121651,35056
2020-01-06,81.300003,81.500000,80.620003,81.004997,79.440071,89834
2020-01-07,80.900002,81.199997,80.900002,80.900002,79.337105,67025
2020-01-08,80.500000,81.180000,79.000000,81.029999,79.464592,3135467
2020-01-09,80.699997,81.519997,80.050003,81.305000,79.734283,97406
2020-01-10,81.279999,82.709999,81.070000,82.160004,80.572762,246278
2020-01-13,81.849998,82.559998,80.400002,80.870003,79.307686,111588
2020-01-14,80.830002,80.830002,80.010002,80.099998,78.552559,107640
2020-01-15,79.980003,80.580002,79.980003,80.050003,78.503532,1199012
2020-01-16,80.099998,80.449997,79.470001,80.209999,78.660431,1994151
2020-01-17,80.220001,80.360001,80.010002,80.180000,78.631012,899150
2020-01-20,80.260002,81.400002,80.260002,81.010002,79.444984,37528
2020-01-21,80.849998,81.239998,79.019997,79.910004,78.366226,928182
2020-01-22,80.010002,80.389999,79.500000,80.099998,78.552559,608844
2020-01-23,80.169998,80.190002,79.019997,79.300003,77.768021,1584571
2020-01-24,79.230003,79.260002,76.570000,77.269997,75.777229,2189628
2020-01-27,76.440002,76.500000,75.610001,75.949997,74.482727,156165
2020-01-28,76.059998,76.570000,75.269997,75.879997,74.414078,914306
2020-01-29,76.239998,76.870003,74.250000,75.989998,74.521957,422365
2020-01-30,75.809998,76.040001,75.000000,75.029999,73.580505,110178
2020-01-31,75.050003,76.000000,75.050003,75.714996,74.252274,89311
2020-02-04,75.610001,76.000000,75.000000,75.099998,73.649147,178118
2020-02-05,74.949997,75.320000,74.000000,74.989998,73.541275,1304249
2020-02-06,75.019997,76.379997,74.199997,75.440002,73.982590,337212
2020-02-07,75.379997,76.410004,75.010002,75.639999,74.178719,457079
2020-02-10,75.050003,75.300003,74.760002,74.940002,73.492249,226568
2020-02-11,75.000000,75.669998,75.000000,75.010002,73.560890,216035
2020-02-12,75.209999,75.209999,73.120003,73.120003,71.707405,347276
2020-02-13,73.120003,73.129997,70.379997,70.500000,69.138016,251741
2020-02-14,70.839996,71.419998,69.580002,71.239998,69.863716,928980
2020-02-17,71.430000,72.160004,70.570000,70.879997,69.510674,16478
2020-02-18,70.680000,70.989998,70.199997,70.330002,68.971306,57918
2020-02-19,70.919998,71.029999,69.599998,70.820000,69.451836,268145
2020-02-20,71.199997,71.199997,70.040001,70.519997,69.157623,128192
2020-02-21,70.919998,71.059998,70.070000,70.510002,69.147827,146741
2020-02-24,70.089996,70.269997,67.669998,68.570000,67.245308,280520
2020-02-25,68.739998,70.279999,68.019997,69.949997,68.598648,461010
2020-02-26,70.370003,72.379997,70.370003,71.910004,70.520782,756342
2020-02-27,72.000000,72.000000,69.440002,70.070000,68.716324,130800
2020-02-28,70.120003,71.099998,68.050003,70.449997,69.088982,1037030
2020-03-02,70.349998,71.279999,69.970001,70.519997,69.157623,66293
2020-03-03,70.680000,71.800003,69.970001,71.070000,69.697006,109064
2020-03-04,71.599998,71.599998,70.410004,70.879997,69.510674,38413
2020-03-05,71.279999,71.800003,70.010002,70.349998,68.990913,164774
2020-03-06,69.980003,70.430000,68.040001,68.949997,67.617958,584508
2020-03-09,66.809998,69.199997,66.000000,66.629997,65.342781,207691
2020-03-10,68.820000,68.830002,64.830002,66.010002,64.734764,597434
2020-03-11,66.010002,71.739998,63.000000,63.439999,62.214409,762582
2020-03-12,63.439999,63.990002,58.770000,61.410000,60.223625,388300
2020-03-13,61.709999,63.840000,61.709999,63.509998,62.283058,79703
2020-03-17,60.849998,61.919998,58.200001,59.750000,58.595695,247555
2020-03-18,59.360001,61.330002,56.980000,60.270000,59.105652,391070
2020-03-19,60.000000,60.500000,57.000000,58.759998,57.624825,777571
2020-03-20,59.310001,64.779999,59.310001,60.799999,59.625412,923846
2020-03-23,59.119999,64.000000,59.119999,60.790001,59.615608,355513
2020-03-24,62.209999,67.430000,61.560001,65.300003,64.038483,422637
2020-03-25,65.800003,67.430000,62.660000,66.059998,64.783798,361799
2020-03-26,66.370003,73.099998,66.370003,68.690002,67.362991,581031
2020-03-27,67.930000,67.989998,65.230003,67.129997,65.833122,145661
2020-03-30,67.400002,69.849998,65.830002,67.470001,66.166550,576145
2020-03-31,67.879997,68.309998,67.000000,67.480003,66.176361,195959
2020-04-01,66.830002,67.040001,64.739998,65.669998,64.401329,90899
2020-04-02,65.750000,65.910004,63.770000,64.660004,63.410847,69958
2020-04-03,63.599998,63.900002,62.139999,63.029999,61.812332,314819
2020-04-06,64.199997,64.199997,61.500000,61.630001,60.439381,215640
2020-04-07,63.400002,63.700001,60.009998,60.810001,59.635220,359315
2020-04-08,60.459999,61.849998,60.009998,61.049999,59.870579,316813
2020-04-13,61.520000,63.820000,61.250000,63.580002,62.351707,84077
2020-04-14,64.000000,64.000000,61.709999,62.200001,60.998363,462963
2020-04-15,62.049999,64.989998,61.980000,64.339996,63.097019,389828
2020-04-16,64.260002,65.500000,63.230000,64.660004,63.410847,113112
2020-04-17,65.680000,67.360001,64.099998,65.809998,64.538620,161983
2020-04-20,65.809998,65.809998,64.449997,65.279999,64.018867,19967
2020-04-21,66.809998,66.809998,64.410004,64.599998,63.352001,261018
2020-04-22,66.699997,66.970001,65.250000,65.470001,64.205193,278258
2020-04-23,66.199997,66.800003,65.500000,65.800003,64.528816,362855
2020-04-24,65.800003,66.690002,64.010002,66.010002,64.734764,70716
2020-04-27,66.779999,66.790001,65.269997,65.639999,64.371910,226140
2020-04-28,65.309998,67.709999,64.610001,66.099998,64.823021,312538
2020-04-29,67.089996,72.000000,67.089996,69.739998,68.392700,239275
2020-04-30,70.300003,71.889999,68.559998,69.930000,68.579033,302105
2020-05-04,70.370003,70.379997,68.010002,68.790001,67.461052,1666235
2020-05-05,68.989998,70.580002,67.150002,68.919998,67.588539,289442
2020-05-06,68.400002,71.480003,68.269997,69.040001,67.706223,361213
2020-05-07,69.500000,70.300003,68.410004,69.440002,68.098503,218803
2020-05-08,68.839996,69.919998,67.919998,68.250000,67.573746,213572
2020-05-11,67.910004,69.019997,67.910004,68.589996,67.910378,168603
2020-05-12,69.019997,69.550003,67.080002,67.910004,67.237122,226275
2020-05-13,67.470001,67.900002,66.000000,66.839996,66.177719,253068
2020-05-14,66.339996,67.860001,65.400002,67.379997,66.712364,212833
2020-05-15,67.730003,67.730003,66.980003,67.500000,66.831177,415568
2020-05-18,66.970001,67.820000,66.010002,66.989998,66.326233,239795
2020-05-19,66.989998,68.089996,66.150002,67.150002,66.484650,168589
2020-05-20,67.250000,67.830002,66.500000,66.669998,66.009399,68815
2020-05-21,66.209999,67.000000,66.000000,66.500000,65.841087,95270
2020-05-22,66.209999,67.000000,66.000000,66.620003,65.959900,72036
2020-05-25,66.919998,67.650002,66.919998,67.599998,66.930191,20733
2020-05-26,67.250000,67.250000,65.519997,66.180000,65.524261,487100
2020-05-27,66.269997,69.139999,66.230003,67.900002,67.227219,567029
2020-05-28,68.070000,68.889999,67.980003,68.690002,68.009392,108870
2020-05-29,68.690002,68.690002,66.949997,67.559998,66.890587,285589
2020-06-01,68.010002,68.010002,66.919998,67.029999,66.365837,24778
2020-06-02,67.699997,68.089996,66.820000,67.400002,66.732170,447975
2020-06-03,67.290001,67.309998,65.120003,65.320000,64.672783,628512
2020-06-04,65.660004,67.760002,64.949997,66.839996,66.177719,159253
2020-06-05,66.680000,68.000000,65.000000,67.000000,66.336136,186508
2020-06-08,67.129997,70.129997,67.129997,69.750000,69.058884,107334
2020-06-09,69.900002,69.910004,68.639999,69.050003,68.365822,64587
2020-06-10,69.199997,69.290001,65.500000,65.690002,65.039116,385128
2020-06-11,65.010002,66.250000,65.000000,65.669998,65.019310,168503
2020-06-12,66.000000,66.559998,65.309998,66.320000,65.662872,64518
2020-06-15,66.169998,70.000000,65.000000,69.019997,68.336113,383122
2020-06-16,69.900002,70.000000,68.129997,69.050003,68.365822,649916
2020-06-17,68.989998,70.599998,67.550003,69.480003,68.791565,354015
2020-06-18,69.400002,70.309998,67.529999,68.709999,68.029190,141359
2020-06-19,68.730003,68.750000,67.519997,67.830002,67.157913,245746
2020-06-22,67.849998,70.000000,67.669998,68.750000,68.068794,149168
2020-06-23,69.180000,69.300003,68.150002,68.449997,67.771767,151919
2020-06-24,67.779999,68.269997,66.629997,67.129997,66.464844,330310
2020-06-25,66.669998,68.089996,66.669998,67.389999,66.722267,73844
2020-06-26,67.309998,67.599998,66.989998,67.430000,66.761871,65196
2020-06-29,67.980003,68.339996,67.690002,67.739998,67.068802,30633
2020-06-30,68.000000,68.000000,66.900002,67.080002,66.415344,123052
2020-07-01,66.620003,67.389999,66.370003,66.680000,66.019302,501369
2020-07-02,67.150002,68.000000,65.879997,66.610001,65.949997,123589
2020-07-03,66.279999,66.540001,65.650002,66.000000,66.000000,57191
2020-07-06,66.290001,68.500000,66.000000,68.440002,68.440002,131809
2020-07-07,68.239998,69.000000,67.019997,68.529999,68.529999,77466
2020-07-08,68.980003,68.980003,66.650002,67.010002,67.010002,111205
2020-07-09,67.169998,67.169998,65.000000,65.419998,65.419998,201308
2020-07-10,65.360001,66.610001,65.050003,66.000000,66.000000,94242
2020-07-13,65.550003,65.660004,64.980003,65.010002,65.010002,66734
2020-07-14,65.000000,65.040001,63.810001,63.910000,63.910000,252258
2020-07-15,64.000000,66.589996,64.000000,66.089996,66.089996,409669
2020-07-16,66.550003,67.180000,66.099998,67.019997,67.019997,77036
2020-07-17,67.110001,68.989998,67.110001,68.339996,68.339996,192091
2020-07-20,68.019997,69.410004,67.510002,69.059998,69.059998,469221
2020-07-21,69.139999,69.580002,67.779999,68.879997,68.879997,181165
2020-07-22,68.989998,68.989998,68.070000,68.610001,68.610001,149937
2020-07-23,68.449997,68.449997,67.019997,67.779999,67.779999,25519
2020-07-24,67.779999,67.779999,65.720001,67.180000,67.180000,87337
2020-07-27,66.199997,68.430000,66.199997,68.260002,68.260002,19857
2020-07-28,67.300003,67.330002,64.599998,65.190002,65.190002,132415
2020-07-29,65.190002,66.519997,65.190002,66.389999,66.389999,137141
2020-07-30,66.440002,66.709999,63.400002,65.180000,65.180000,198160
2020-07-31,66.500000,66.500000,65.000000,66.180000,66.180000,259297
