Date,Open,High,Low,Close,Volume
2023-02-09,57.83049357196321,58.6410496262799,55.54771541455301,58.49217224121094,3755648
2023-02-10,58.558342221790525,58.558342221790525,55.82892555924436,56.33345413208008,2660646
2023-02-13,56.96204970426454,58.12825067559098,56.49060568432649,57.904937744140625,2096442
2023-02-14,57.92975152098271,57.93802424027078,55.74622058639108,56.13495635986328,3228503
2023-02-15,56.06878471422823,57.59890958170537,55.68004895817085,57.549285888671875,2544110
2023-02-16,57.6071753761549,58.51697873041114,56.96204220332293,58.326744079589844,1438387
2023-02-17,58.28539683951095,58.28539683951095,56.87106487545235,57.33423614501953,1416733
2023-02-20,57.61545019797807,58.47562358634108,57.152272630895936,57.160545349121094,348184
2023-02-21,57.23498584714241,58.46736224995056,55.87028380266416,56.722190856933594,1739610
2023-02-22,56.72218658527421,57.92974474031478,56.48232823588301,57.234981536865234,1483119
2023-02-23,57.13573363817963,57.929744213301944,56.267281219327195,57.03647994995117,2592494
2023-02-24,56.416165454692276,56.92896677419117,56.17630707832518,56.391353607177734,1037927
2023-02-27,56.24246902248133,57.565819972727994,56.11840349053178,57.41694259643555,2153325
2023-02-28,57.06956029982395,58.50043755920684,56.077048731746956,57.82221984863281,5739412
2023-03-01,58.05381105493742,58.25231212563472,55.75448752946834,56.755271911621094,3318747
2023-03-02,56.8462546806902,57.83049365709488,55.555981904781284,57.37559509277344,3806053
2023-03-03,57.45002725098494,60.06365090336386,57.23498074927697,59.798980712890625,2193596
2023-03-06,59.798984416832845,60.35313667648608,58.53352348282024,58.94707107543945,2838402
2023-03-07,58.93052769588963,59.856876508197345,58.566603821369625,59.038047790527344,1925145
2023-03-08,59.02979043914561,59.732820141682154,57.60718559529134,58.06208419799805,1791328
2023-03-09,57.855302672595386,59.741084897402374,57.855302672595386,58.8891716003418,972539
2023-03-10,58.723760838358565,59.44333595411911,56.689107346821196,56.69738006591797,2288202
2023-03-13,56.21765856657655,56.82143449461568,53.26492912238052,54.91084671020508,4688895
2023-03-14,55.49808324347429,55.96126081793784,53.37244896266179,53.76118469238281,3485387
2023-03-15,53.57095307073671,53.61231035463272,50.36182598180251,51.13929748535156,3796821
2023-03-16,51.75961571926305,51.75961571926305,49.890378923588266,50.09715270996094,3863330
2023-03-17,50.12196669005215,50.54378699908921,49.30314422799764,49.70014953613281,7188987
2023-03-21,50.93252431741218,52.27241766815893,50.68439323143279,52.19797897338867,2409311
2023-03-22,52.892734888668365,53.256655614802014,52.09872431067627,52.512271881103516,2671934
2023-03-23,52.2145201292068,54.24090397189114,52.1731660008087,53.620582580566406,3788866
2023-03-24,53.8852524579503,53.8852524579503,52.925822171457426,53.30628204345703,2311006
2023-03-27,53.62058164428403,53.62058164428403,51.79269891187478,51.83405303955078,2193158
2023-03-28,52.02428510927261,53.21529780940981,51.354336915938205,51.96638870239258,1896878
2023-03-29,52.495732159570515,53.719829493995285,51.41223633637329,53.43034744262695,3498486
2023-03-30,53.70328828435427,54.24916780144692,53.10777876735486,53.76118469238281,1929759
2023-03-31,53.7611862864113,54.819867099029125,53.7611862864113,54.21609115600586,3447829
2023-04-03,54.18300139671628,54.22435236529213,52.40474568185023,53.5130500793457,1667669
2023-04-04,53.63712266053284,53.79427276840177,52.85965430543886,53.72810363769531,1355777
2023-04-05,53.85216935467807,53.85216935467807,52.63633839250937,52.90100860595703,2817253
2023-04-10,52.77694540819549,53.87698037437063,52.66114943086115,52.6694221496582,1105408
2023-04-11,52.991985992385914,53.89352298694104,52.62806526233611,52.64460754394531,1697561
2023-04-12,53.140862094341344,54.33188110063371,51.610737366123274,52.156620025634766,2227039
2023-04-13,52.05736876897953,53.61230856917551,51.97466051417751,52.495731353759766,1743085
2023-04-14,52.810022625682414,54.34842006755959,52.76039893731058,54.16645812988281,1473853
2023-04-17,54.01758086550594,54.092022708451665,52.07390857405065,52.22278594970703,2125809
2023-04-18,52.47918833063851,52.47918833063851,50.3121999032284,50.45280456542969,3292586
2023-04-19,50.65130872904428,51.57765442010004,50.65130872904428,50.86635208129883,2479937
2023-04-20,50.965599753213056,51.188915811345076,50.19640104913081,50.204673767089844,2153269
2023-04-21,50.22121754667393,50.51069958153011,49.41066469395905,49.74150085449219,3371065
2023-04-24,49.741504005481154,50.70920701423435,49.63398074781574,50.37009811401367,2957532
2023-04-25,50.44453543988843,50.494159130452424,48.806884238688376,49.65879440307617,2186038
2023-04-26,49.78285918845543,50.21294907311102,48.40161171235579,49.36104202270508,4131939
2023-04-27,49.95655164455854,49.96482120835678,47.79783265466759,48.310630798339844,4332588
2023-04-28,48.82342660431885,49.86556827959716,48.67454922213623,48.897865295410156,6548912
2023-05-02,48.806880249968145,49.220427798165225,47.88053462543955,48.79861068725586,3012198
2023-05-03,49.19561992752994,49.824214018415155,48.3850670462244,49.72496032714844,6612352
2023-05-04,49.832484589053685,50.40317912734321,49.129454948184666,49.76631546020508,1550917
2023-05-05,49.460287725290584,51.19718937669319,49.460287725290584,50.78364181518555,16337857
2023-05-08,52.20182925026561,53.39749587073324,51.58185771956919,52.9635124206543,7953679
2023-05-09,52.680099652114166,52.680099652114166,51.45786370141091,52.02470016479492,1767003
2023-05-10,52.05126842228089,53.140651369933536,52.05126842228089,52.830665588378906,1712142
2023-05-11,52.99894322367034,53.01665717959884,52.28154321222851,52.857234954833984,944339
2023-05-12,52.945799171312004,52.99894103690484,52.246116523259595,52.786376953125,3462916
2023-05-15,52.742092928667674,53.078651314969946,51.51100177973607,52.93694305419922,2291833
2023-05-16,52.529535022671105,53.35321538805086,52.21954586295447,52.45867919921875,2028605
2023-05-17,52.65353003479825,52.78637963764934,51.89184681552201,52.39668273925781,2139543
2023-05-18,52.387827722979516,53.14065227882622,52.07783855753135,53.052085876464844,777030
2023-05-19,53.14065329679657,53.176081209856456,51.989273151084326,52.24612045288086,2254394
2023-05-22,52.068981477309244,52.423250453157856,50.217915351472016,51.09473419189453,1720483
2023-05-23,51.068165505722824,51.75013759938599,50.79360425910261,51.121307373046875,1601136
2023-05-24,50.837889737778745,51.34272564136277,50.14705899188099,50.386192321777344,1677800
2023-05-25,50.75817839316808,51.02388096562745,49.721933968407555,50.21791458129883,1468336
2023-05-26,50.368477882158714,51.20987217290701,49.67765052149389,50.846744537353516,1930037
2023-05-29,50.94416972486413,51.3250113165589,50.81131674968075,50.873313903808594,207168
2023-05-30,50.95302789104428,51.032739004938115,49.44737877308104,49.71308135986328,2160971
2023-05-31,49.81935850215403,49.872500367515926,47.162326048705815,49.27909469604492,6829224
2023-06-01,49.34995039321414,49.9433526846109,48.499697442505756,49.252525329589844,1883328
2023-06-02,49.77507655126089,50.076207038676515,47.59631069568452,47.84429931640625,1446469
2023-06-05,48.39341998570957,49.60679726300202,47.994864419126884,48.80083084106445,1501402
2023-06-06,48.71226639142206,49.15510517679862,48.428849839068405,48.70341110229492,5492656
2023-06-07,48.83625990971523,48.9691128945858,48.526274116472905,48.62369918823242,5701618
2023-06-08,48.632550573267615,49.06653402756088,47.73801779986798,48.251708984375,1924915
2023-06-09,48.7565485792556,49.60679821861656,48.3137098030978,49.509376525878906,3440903
2023-06-12,49.518227898552446,49.766216512438675,49.17281422104192,49.252525329589844,1625891
2023-06-13,49.25252707238046,49.766218273406146,49.03996298253396,49.32337951660156,2583007
2023-06-14,49.411950692537715,49.553658963579174,49.03110908062786,49.19938659667969,3215863
2023-06-15,49.08424595364072,49.766218041371076,48.977965598508796,49.15510177612305,5360619
2023-06-16,49.18167164319577,49.323379911363745,47.83544140630422,48.72111892700195,7082821
2023-06-19,48.89825297421894,49.46508602216906,48.57940854009913,49.3676643371582,405276
2023-06-20,48.95139652863465,49.057676884144925,47.906296793440866,48.26942443847656,1378017
2023-06-21,48.287137576598695,48.49084299562422,47.5697375872198,48.30485153198242,1304326
2023-06-22,48.419989299658084,49.22595910133653,46.29436523917239,46.71949005126953,1772410
2023-06-23,47.100333382284944,47.100333382284944,45.7009612017614,45.96666717529297,1637141
2023-06-26,46.01980036522063,46.08179751761087,44.32815653873385,45.71866989135742,2558116
2023-06-27,46.05522883825374,46.51578153206725,45.612390099424374,45.745243072509766,3177839
2023-06-28,47.082616774670385,47.082616774670385,45.3466896483007,46.61320877075195,1882927
2023-06-29,46.36521482111963,47.0826147976756,46.33864557781471,46.825767517089844,1557512
2023-06-30,46.63092484520035,46.90548272626471,45.851527647067165,46.31208038330078,2555689
2023-07-03,46.04637839734915,47.543172275866624,46.02866444050026,47.04719161987305,904780
2023-07-04,46.52464147935358,47.029477421887236,46.52464147935358,46.99405288696289,436750
2023-07-05,46.85234013898623,47.233181726450226,46.50692308306496,46.825767517089844,1963737
2023-07-06,47.188896391697504,47.188896391697504,45.08984165056637,45.39097213745117,1390886
2023-07-07,45.77181717159103,46.61321154034807,45.39097554550724,45.87809753417969,1705017
2023-07-10,46.58663754282004,46.58663754282004,45.638962839402915,46.48921585083008,448385
2023-07-11,46.312078236747254,47.596311313833596,46.143797345993505,47.410316467285156,1248031
2023-07-12,47.28632021306006,47.38374527663338,46.675203966906686,46.825767517089844,1067305
2023-07-13,46.940905690502,49.24366575029761,46.78148347636015,48.91596603393555,1466997
2023-07-14,48.8805377695579,48.99567678528917,47.8708660063842,48.605979919433594,1287129
2023-07-17,48.72997878508325,49.05767852974408,47.84430124274133,48.3137092590332,674720
2023-07-18,48.70340578543757,49.96106617688657,48.490841705081635,49.4827995300293,1172025
2023-07-19,49.64222487354797,50.01421119296142,48.95139748139796,49.5447998046875,1376535
2023-07-20,49.46508869185545,49.64222487354797,48.517414005180875,49.5447998046875,1291448
2023-07-21,49.66879622968009,49.76621791746337,48.721118188592094,49.12853240966797,398415
2023-07-24,49.057673486018636,50.02306204306131,48.49969574570445,49.86363983154297,1718849
2023-07-25,49.56251108669382,50.23562786509071,48.72111680299343,50.04963302612305,2785157
2023-07-26,50.22676988233671,50.57218356448024,48.97796475073006,50.10277557373047,1186307
2023-07-27,50.30648383560645,50.483620020167486,48.30485407226437,48.45541763305664,2197514
2023-07-28,48.82740037828764,48.82740037828764,46.87005058136634,46.914337158203125,2149162
2023-07-31,47.02062010868489,47.15347308935551,44.8949926895048,44.98356246948242,5160837
2023-08-01,45.3112656545821,46.223512496877134,45.03670438366011,45.35554885864258,2273152
2023-08-02,45.32011769348461,45.647820812930625,43.522193384564105,44.09788513183594,2040563
2023-08-03,43.98274565531635,44.726714909750925,43.291918268552685,44.21302032470703,1772431
2023-08-04,44.328158911339784,45.87809456123692,44.106739532783045,45.16069793701172,2238065
2023-08-07,45.55039746293711,46.10837527519538,45.31126411482643,45.568111419677734,1559513
2023-08-08,45.275835664337976,45.284694331899104,44.106741562057756,44.37244415283203,1523031
2023-08-09,44.46101124605133,44.92156395221086,43.92074742962204,44.87727737426758,2034923
2023-08-10,44.85070696607684,45.47953716488556,44.39015427187299,44.602718353271484,2624142
2023-08-11,44.68243280454789,46.232368507728296,44.68243280454789,46.00209045410156,2669035
2023-08-14,45.97551875856192,46.214652088310004,44.74442757765225,46.10837173461914,1491748
2023-08-15,46.028659232092004,46.825766928544006,45.39982566018378,46.347503662109375,2147977
2023-08-16,46.2146541257422,47.118045618420496,45.97552078545162,46.71949005126953,2024232
2023-08-17,46.80805311848816,46.80805311848816,45.072126081458855,46.143795013427734,2486025
2023-08-18,45.71867079694717,46.40064286533967,45.48839613759237,46.05522918701172,1468895
2023-08-21,45.58582335713475,46.648633685759066,45.36440397557275,46.1260871887207,2010616
2023-08-22,46.41835555040068,46.48035270232265,45.59467524219015,46.20579147338867,1616903
2023-08-23,46.49806777294561,47.206609082338865,46.11722618566083,47.05604553222656,2762439
2023-08-24,46.8080569487354,46.99405180110155,46.03751842981866,46.37407684326172,1975898
2023-08-25,45.73638708663333,47.40146178823836,45.73638708663333,47.09147262573242,1449163
2023-08-28,46.958621809724,48.28713806974738,46.958621809724,47.84429931640625,1526641
2023-08-29,47.7380189298845,49.066535189024975,47.428029775596784,48.64140701293945,1938043
2023-08-30,48.66797832643553,49.30566381622748,47.773442177331965,49.252525329589844,1612027
2023-08-31,48.80968617342139,49.03996083027321,47.38374489851754,47.54316711425781,4283398
2023-09-01,47.658308976665516,47.755730666684975,46.41835908658322,46.949764251708984,1122958
2023-09-04,47.569737442380905,47.569737442380905,46.30321835432897,46.763771057128906,400942
2023-09-05,46.54235572629686,47.53431366079081,46.17922805697191,47.4191780090332,2364963
2023-09-06,47.15347444436042,48.048007286994135,46.90548243188839,47.99486541748047,2340697
2023-09-07,47.826586088852395,47.826586088852395,46.524639053062096,47.552024841308594,1198439
2023-09-08,47.366036085969505,47.96829710446463,46.808058270300705,47.04719161987305,938477
2023-09-11,47.28632084252677,48.136570425517164,47.11804333503643,48.02143478393555,1840998
2023-09-12,48.09228719397247,49.429662100407896,48.09228719397247,48.93368148803711,2022502
2023-09-13,48.747691214050924,49.163957348467264,48.0834330781063,48.4111328125,1357573
2023-09-14,48.535128825533015,50.29762862794348,48.23399832487063,49.8813591003418,2368425
2023-09-15,50.22676910524367,50.341908123707285,48.88939759635011,48.99567794799805,6295153
2023-09-18,49.27909330201893,49.27909330201893,47.9505771128764,48.605979919433594,1551221
2023-09-19,48.46427717522463,50.492476220350014,48.40228001629806,49.84593200683594,1951253
2023-09-20,49.110820577531584,51.80328112692402,49.110820577531584,51.050453186035156,1870084
2023-09-21,50.058493572212186,51.49329020105059,50.04077961647448,50.97959899902344,1967576
2023-09-22,49.65993893052994,51.617285464661805,49.65993893052994,50.970741271972656,2653671
2023-09-25,50.80245914619637,50.96188135771471,49.61565122633282,49.86363983154297,1676865
2023-09-26,49.87249906645309,50.61646826915374,49.571368594441125,49.77507400512695,1439663
2023-09-27,49.766217856317304,50.6961819406862,49.42080416947928,50.15591812133789,2731922
2023-09-28,50.324195631220334,50.62532611846735,49.28795457070627,50.15591812133789,2402295
2023-09-29,50.27991518980317,50.27991518980317,47.92401302925493,48.366851806640625,4477501
2023-10-02,48.180858200852406,48.207427445171525,46.58663596987346,47.49888610839844,2165944
2023-10-03,47.65830894226868,47.924011524639795,46.5334980775924,47.1800422668457,2191949
2023-10-04,47.39260290945239,47.39260290945239,46.32979258157931,46.80805587768555,1960082
2023-10-05,46.96748018566553,47.08261921510864,45.56811138998626,46.737205505371094,1655447
2023-10-06,46.515782166155326,47.649448271862994,45.70095711873431,47.62287902832031,1461901
2023-10-09,47.18889813754832,48.94253925713649,46.25008210968522,48.26057052612305,1018493
2023-10-10,48.34913659237642,50.031925254103285,48.3225673475738,49.68650817871094,1787442
2023-10-11,49.544800079573385,51.20101950220712,49.482802922425776,50.20020294189453,1912144
2023-10-12,49.65108320758005,50.29762739461498,48.517413679512565,49.23481369018555,1043979
2023-10-13,49.12853452278604,49.332239952789976,48.083434748962894,48.8274040222168,1335667
2023-10-16,48.80968717959229,49.5182284982709,48.52627065212084,48.93368148803711,1804313
2023-10-17,48.89825405416339,48.91596800962699,48.05685975189601,48.5882682800293,2315127
2023-10-18,48.278283441132615,50.935316183439326,48.251714194858934,50.60761642456055,4159740
2023-10-19,49.730794965354676,50.687324946742244,49.482802957994316,49.96992492675781,1775836
2023-10-20,49.934500259193904,50.00535270497,48.774261474609375,48.774261474609375,813000
2023-10-23,48.98682784104292,48.98682784104292,47.44574737548828,47.44574737548828,1402188
2023-10-24,47.79115740400381,48.79197393160319,47.649449138213846,48.75654602050781,1227114
2023-10-25,48.7654039682064,49.677650704610166,48.26942335596229,49.04882049560547,1404306
2023-10-26,49.34108951241115,49.34108951241115,47.17117910249761,48.384559631347656,920399
2023-10-27,48.71226479079055,49.64222553380549,48.0480066345525,48.54398727416992,445483
2023-10-30,48.667977195217944,49.06653272869372,47.826582930900486,48.63254928588867,1257533
2023-10-31,48.4465601370433,49.12853222044906,47.463457567180335,48.614837646484375,2628078
2023-11-01,48.890667303557116,50.2073743000256,48.255015291742176,49.7896614074707,1996963
2023-11-03,50.479792567393964,53.24033610398836,50.15288564016245,52.45939254760742,2283712
2023-11-06,52.477556692395645,53.9213933739405,52.096164106163656,52.631927490234375,2188343
2023-11-07,52.32318443949534,52.88619239964395,51.024639297127365,51.48775863647461,1737036
2023-11-08,51.53316105487768,52.09616554493354,51.04280062933316,51.55132293701172,1565689
2023-11-09,51.20625638283061,51.33338609940042,48.92699376598267,48.99055862426758,2557510
2023-11-10,49.371946337064024,50.6250885113987,48.917909668800355,50.52519989013672,1436463
2023-11-13,50.18920959136638,51.551319483957755,50.134723948613875,51.0518798828125,1060127
2023-11-14,51.1245289775528,52.749981107496765,51.1245289775528,52.259620666503906,2014836
2023-11-15,52.29594125411813,53.576324462890625,52.1869734285273,53.576324462890625,2224321
2023-11-16,53.10412835310203,53.467359073655786,52.75905951497844,53.285743713378906,2028344
2023-11-17,53.15861051670154,53.53092042205903,52.940671405846714,53.23125457763672,1864783
2023-11-21,53.067800402177916,53.067800402177916,51.32430139470926,52.38674545288086,2249079
2023-11-22,52.6773281516539,53.258497946325555,52.5774430030939,52.90434646606445,1695531
2023-11-23,53.04056059383947,53.04056059383947,51.58764471918842,51.79650115966797,1110680
2023-11-24,52.21421521644153,52.58652513420647,51.77834044423073,52.123409271240234,1186674
2023-11-27,52.14156650107919,52.6682506705162,51.56040015137261,51.769256591796875,1999841
2023-11-28,51.95995544708223,52.087085155113755,51.088202444534396,51.22441482543945,2116729
2023-11-29,51.306141655826664,51.306141655826664,50.08932329038412,50.2800178527832,2502232
2023-11-30,50.28910234681056,50.52519989013672,49.59896467119586,50.52519989013672,9680132
2023-12-01,50.125644725940035,51.533157588413374,50.025756112934424,51.024635314941406,2264107
2023-12-04,50.29818068379983,51.20625400458054,49.17217170588564,49.71701431274414,1873335
2023-12-05,49.67160902670937,50.352663985583746,48.86342436308905,49.98943328857422,2165275
2023-12-06,50.04392059599139,50.370827541362715,49.108606196531575,49.79874038696289,1752964
2023-12-07,50.180126913361995,50.180126913361995,49.01779424696673,49.18124771118164,1738665
2023-12-08,49.25389833785187,49.362866166185285,48.29133937283646,48.80894088745117,1950401
2023-12-11,48.92699106743792,50.216453508983406,48.8634262126589,49.7896614074707,1768527
2023-12-13,49.698851086876736,51.696613031383336,49.698851086876736,51.278900146484375,2792247
2023-12-14,51.32430090000095,51.987193961910926,49.34470092266997,49.66252517700195,5075582
2023-12-15,49.94403011340692,51.79650042534283,49.617123180238856,51.424190521240234,15397655
2023-12-18,51.30614298909229,52.21421631633286,50.93383306348465,51.96903610229492,1551073
2023-12-19,51.93271156422448,52.77722002309999,50.99739715958754,51.1426887512207,1562950
2023-12-20,51.369706261804915,52.42307115038119,51.224414672484905,51.71477508544922,2017447
2023-12-21,51.66028945815891,52.668251374922946,51.66028945815891,52.64101028442383,1757124
2023-12-22,52.03259766097597,52.940670930675466,52.03259766097597,52.37766647338867,1004512
2023-12-26,52.38675094037928,52.93159703530417,52.12341229839179,52.1960563659668,745994
2023-12-27,52.19605305777239,52.66825159116929,52.19605305777239,52.60468673706055,1554140
2023-12-28,52.53203997981263,52.65009048089783,51.169930004909716,51.57856369018555,1286781
2023-12-29,51.57856458409865,52.40491117796692,51.37879080652079,51.48775863647461,1484566
2024-01-02,51.53315697340783,52.595601013916344,51.024634706004655,52.50479507446289,1464367
2024-01-03,52.05984446675967,52.66825192104677,51.215336012282975,51.65121078491211,1835851
2024-01-04,51.36970768780458,52.27778101226855,50.652328930112084,51.53316116333008,1944829
2024-01-05,51.524080870650394,53.86690819720238,51.5059189888601,53.512760162353516,3198644
2024-01-08,53.567244223988965,54.184730866479,52.804462531472275,54.15748977661133,1289736
2024-01-09,54.003119065522675,54.003119065522675,52.69549132545743,53.24033737182617,2213481
2024-01-10,52.858944060871195,53.912308912432096,52.168809901858715,52.86802673339844,1962580
2024-01-11,52.90434968738094,53.66713140880674,52.740899677955575,53.46735763549805,1464071
2024-01-12,53.42195415671709,53.966796753707754,53.35838583851092,53.95771408081055,1683894
2024-01-15,53.75793922246992,54.35726745265182,53.52183822826284,54.11208724975586,827470
2024-01-16,54.16657455857521,54.37543100508473,53.53092254605398,53.92139434814453,1584979
2024-01-17,53.113207058125305,55.59224666821933,52.75905557323363,54.24829864501953,3533669
2024-01-18,54.393591686502944,55.29258230754867,54.221055543697915,54.992919921875,1711749
2024-01-19,54.8476286304184,56.545724729163524,54.5116390157812,56.33686828613281,1694871
2024-01-22,56.23697708978079,56.990676091887124,55.59224590860046,55.71937561035156,2013879
2024-01-23,55.66489081294465,57.78070319685749,55.66489081294465,57.4447135925293,1797482
2024-01-24,57.2540191133479,57.91691218630081,57.09964831982205,57.89875030517578,4497295
2024-01-25,57.907836129662286,58.35279358138299,56.89987418851982,57.9804801940918,2601632
2024-01-26,57.06332665842968,59.05200595050413,56.76366080487099,58.61613464355469,1236031
2024-01-29,58.343710648356435,58.62521115980065,57.462878421908876,58.5162467956543,1683448
2024-01-30,58.27106129541401,59.5968474660567,58.080366736080066,59.1428108215332,4370963
2024-01-31,58.88855150331618,60.450438671464106,57.88059306064191,59.651336669921875,3043659
2024-02-01,57.98956136724589,60.913558495431054,57.98956136724589,60.0327262878418,1576151
2024-02-02,59.4424780158267,61.62185534450508,59.03384779772117,60.83182907104492,1514326
2024-02-06,60.777346210382035,62.184862595774135,60.777346210382035,61.440242767333984,2930316
2024-02-07,61.54920595145647,61.785306944653236,60.65929801471757,61.11333465576172,2848671
2024-02-08,61.122411507027316,63.16557642871811,60.97712338184836,60.9862060546875,8001624
2024-02-09,61.0134480680546,62.293827835762336,60.59573517577869,61.29494857788086,8676609
2024-02-12,60.4050326864393,62.466362950962875,60.4050326864393,61.376670837402344,1225202
2024-02-13,61.2404639488791,62.37555554385062,60.40503126966261,60.68653869628906,2438315
2024-02-14,60.840911743994916,62.22118012626315,60.69561668899323,60.83182907104492,2464806
2024-02-15,60.99528266544412,62.01232726833394,60.432281646314564,60.840911865234375,3599520
2024-02-16,60.82275304859603,62.64797540439129,60.82275304859603,61.313106536865234,2621951
2024-02-19,61.20413938548321,61.65817601752975,59.10648543435475,60.731937408447266,530022
2024-02-20,60.73193820325835,62.475444158452056,60.259743148091886,60.68653869628906,1793332
2024-02-21,60.977123472417674,60.98620614527031,59.55144866873119,60.04180908203125,2120850
2024-02-22,59.696734875116924,60.795502701282416,59.24269823977337,59.315345764160156,3231487
2024-02-23,59.37891051371953,61.467481803922496,59.37891051371953,60.70469665527344,4654769
2024-02-26,60.16894026690314,61.367596775046856,59.9055981721076,60.2869873046875,2156758
2024-02-27,60.196183129045984,60.54124850752488,58.26198939001588,58.69786071777344,1486838
2024-02-28,58.88855331143327,58.88855331143327,55.03832438134941,56.19157791137695,3006190
2024-02-29,56.20973826582362,57.935075445444426,55.94639617928382,57.29034423828125,3337316
2024-03-01,57.698978914748935,58.843153224528244,57.16321552360381,58.08036804199219,1600932
2024-03-04,58.28922873874775,58.47992330494485,57.66265592977899,58.00772476196289,1278557
2024-03-05,57.925996507730126,59.478801015862274,57.880593535637466,59.13373565673828,1752278
2024-03-06,59.5605217404734,61.23138013984695,58.071285613778706,58.91579055786133,1738736
2024-03-07,58.82498759766539,59.69673713922176,58.22566281886705,58.5616455078125,1337052
2024-03-08,58.289228224826964,58.7795886456031,58.289228224826964,58.49808120727539,1180663
2024-03-11,58.67061406864039,59.151891789476615,58.18025367532163,58.933956146240234,2744616
2024-03-12,59.00660507019268,59.00660507019268,56.16433125599496,56.42767333984375,1630995
2024-03-13,56.7636616445149,58.91579444054196,56.2914665669934,58.47084045410156,1210617
2024-03-14,58.84315449598901,59.75122782507495,57.76254501740083,58.36186981201172,1580149
2024-03-15,58.83406885050542,59.36075301749874,57.36298763760836,58.770503997802734,6491966
2024-03-19,58.11669444836175,59.0883326565483,58.11669444836175,58.70694351196289,1098160
2024-03-20,58.77050394875087,58.879468308693475,57.40839402507358,57.81702423095703,1709920
2024-03-21,57.662653161689654,58.298301685165725,57.08148681792601,57.42655563354492,1214130
2024-03-22,57.41747493409308,57.50828434344227,56.264221415544135,57.15413284301758,2883454
2024-03-25,57.19953798670583,58.552568711212885,57.19953798670583,58.24382019042969,1199992
2024-03-26,58.080366883142446,58.88855155819669,57.689895090741565,57.780704498291016,1291869
2024-03-27,58.452684058696796,59.0883326327498,56.95436164494347,58.6524543762207,1191665
2024-04-01,58.65245163685469,58.65245163685469,57.21769761154186,58.12577438354492,1676272
2024-04-02,58.1620971352871,58.54348625527044,57.59000652726268,58.207496643066406,1918497
2024-04-03,58.25290491807874,59.13373714779029,58.153016298541374,58.479923248291016,2537235
2024-04-04,58.54348470023307,59.70581737486035,58.39818965188005,58.906715393066406,814675
2024-04-05,59.58777496077915,59.93284033527829,58.28922980972613,58.752342224121094,1479862
2024-04-08,58.7886630232002,59.1882174889209,57.962319929518074,58.261985778808594,990254
2024-04-09,58.30738749443324,58.779589504174005,56.954360177077355,57.02700424194336,4305295
2024-04-10,56.88170872377034,56.88170872377034,55.410631005472716,55.673973083496094,1205264
2024-04-11,55.764780402395296,56.35502942441002,55.583165052235024,55.937313079833984,1401337
2024-04-12,56.16433241871139,57.154132457785074,55.41063337832945,56.754581451416016,1706577
2024-04-15,55.80110577598451,57.244942482198155,55.51960180190897,57.14505386352539,1421783
2024-04-16,56.78182302702357,56.78182302702357,53.994038239440286,54.3845100402832,1786227
2024-04-17,54.38451271275808,55.47420143228543,54.38451271275808,55.46512222290039,1073906
2024-04-18,55.57408767028215,55.710296589361086,54.80222327273564,55.283504486083984,1845694
